customerID,Contract,PaymentMethod,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,Churn,churn_probability,predicted_churn,risk_tier
8109-YUOHE,One year,Mailed check,17,DSL,Yes,No,56.1,No,0.0,No,Low
5840-NVDCG,Two year,Bank transfer (automatic),16,DSL,Yes,Yes,68.25,No,0.03,No,Low
8092-NLTGF,Two year,Bank transfer (automatic),72,No,No internet service,No internet service,24.75,No,0.0,No,Low
5928-QLDHB,Month-to-month,Electronic check,9,Fiber optic,No,No,76.25,No,0.2,No,Low
9840-EFJQB,Month-to-month,Electronic check,1,Fiber optic,No,No,74.35,No,0.29,No,Low
0696-UKTOX,Month-to-month,Electronic check,23,DSL,No,Yes,54.15,No,0.08,No,Low
4801-KFYKL,Month-to-month,Bank transfer (automatic),8,No,No internet service,No internet service,19.45,No,0.05,No,Low
3472-OAOOR,Month-to-month,Mailed check,19,DSL,Yes,No,34.95,No,0.05,No,Low
6135-OZQVA,Month-to-month,Electronic check,7,DSL,Yes,No,53.65,No,0.16,No,Low
8062-YBDOE,Month-to-month,Electronic check,1,Fiber optic,No,No,69.65,Yes,0.98,Yes,Critical
2252-JHJGE,One year,Electronic check,61,Fiber optic,Yes,No,104.0,No,0.24,No,Low
4188-PCPIG,Two year,Credit card (automatic),57,DSL,Yes,Yes,70.35,No,0.05,No,Low
6000-APYLU,Month-to-month,Electronic check,9,Fiber optic,No,No,80.8,Yes,0.41,No,Medium
7105-BENQF,One year,Mailed check,15,DSL,Yes,No,64.85,No,0.04,No,Low
7721-DVEKZ,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.65,No,0.3132380952380952,No,Medium
3566-VVORZ,Month-to-month,Bank transfer (automatic),12,DSL,No,No,45.9,No,0.06,No,Low
9507-HSMMZ,Two year,Mailed check,54,No,No internet service,No internet service,20.0,No,0.02,No,Low
2480-SQIOB,Month-to-month,Electronic check,4,DSL,No,No,44.8,No,0.39,No,Medium
0947-IDHRQ,Month-to-month,Mailed check,7,Fiber optic,No,No,80.3,Yes,0.85,Yes,Critical
7813-TKCVO,One year,Mailed check,20,No,No internet service,No internet service,20.35,No,0.0,No,Low
0128-MKWSG,Month-to-month,Mailed check,26,DSL,Yes,Yes,45.8,No,0.07,No,Low
3672-YITQD,Month-to-month,Electronic check,36,Fiber optic,No,No,84.1,Yes,0.62,Yes,High
4350-ZTLPI,One year,Bank transfer (automatic),53,Fiber optic,No,Yes,108.95,No,0.03,No,Low
9048-JVYVF,Month-to-month,Electronic check,3,DSL,No,Yes,69.35,Yes,0.32,No,Medium
0361-HJRDX,Two year,Credit card (automatic),68,DSL,Yes,Yes,64.35,No,0.0,No,Low
5727-MYATE,Two year,Credit card (automatic),72,DSL,Yes,Yes,90.8,No,0.0,No,Low
3823-KYNQY,One year,Credit card (automatic),12,No,No internet service,No internet service,24.95,No,0.04,No,Low
8988-ECPJR,Month-to-month,Mailed check,34,Fiber optic,No,No,79.6,Yes,0.27,No,Low
7570-WELNY,Two year,Bank transfer (automatic),68,Fiber optic,Yes,No,84.7,No,0.03,No,Low
3021-VLNRJ,One year,Credit card (automatic),50,DSL,Yes,Yes,70.8,No,0.0,No,Low
3776-EKTKM,Month-to-month,Electronic check,1,DSL,No,No,36.45,Yes,0.97,Yes,Critical
2080-CAZNM,Month-to-month,Electronic check,41,Fiber optic,No,No,104.4,No,0.19,No,Low
1028-FFNJK,Month-to-month,Electronic check,30,Fiber optic,No,Yes,101.5,No,0.2,No,Low
6907-FLBER,Month-to-month,Electronic check,1,DSL,No,No,54.3,No,0.36,No,Medium
3001-UNBTL,Month-to-month,Electronic check,29,Fiber optic,No,No,103.95,No,0.24,No,Low
5982-PSMKW,Two year,Credit card (automatic),23,DSL,Yes,Yes,91.1,No,0.0,No,Low
3507-GASNP,Two year,Mailed check,60,No,No internet service,No internet service,19.95,No,0.0,No,Low
7096-ZNBZI,Two year,Credit card (automatic),72,No,No internet service,No internet service,26.45,No,0.0,No,Low
1902-XBTFB,Month-to-month,Electronic check,22,Fiber optic,No,No,89.4,Yes,0.46,No,Medium
1676-MQAOA,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,75.1,No,0.0,No,Low
0786-IVLAW,One year,Bank transfer (automatic),66,Fiber optic,No,No,108.1,No,0.06,No,Low
7566-DSRLQ,Two year,Electronic check,72,Fiber optic,No,Yes,110.15,No,0.0,No,Low
0643-OKLRP,Month-to-month,Electronic check,47,Fiber optic,Yes,No,80.35,Yes,0.76,Yes,Critical
7245-JMTTQ,One year,Electronic check,51,Fiber optic,No,Yes,111.5,No,0.15,No,Low
6050-IJRHS,One year,Electronic check,70,Fiber optic,No,No,106.5,No,0.05,No,Low
6202-JVYEU,One year,Electronic check,9,No,No internet service,No internet service,19.9,No,0.0,No,Low
8591-TKMZH,Two year,Mailed check,59,Fiber optic,Yes,Yes,111.1,No,0.05,No,Low
0734-OXWBT,Month-to-month,Mailed check,3,DSL,No,Yes,70.7,No,0.09,No,Low
4282-ACRXS,Month-to-month,Electronic check,38,DSL,No,No,24.85,No,0.12,No,Low
0365-TRTPY,Month-to-month,Bank transfer (automatic),37,Fiber optic,Yes,No,91.2,No,0.29,No,Low
7349-ALMUX,Two year,Bank transfer (automatic),37,DSL,Yes,Yes,65.6,No,0.0,No,Low
9381-NDKME,Month-to-month,Credit card (automatic),24,DSL,No,No,40.65,Yes,0.34,No,Medium
6502-KUGLL,Month-to-month,Bank transfer (automatic),14,DSL,Yes,Yes,59.45,No,0.03,No,Low
1841-YSJGV,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,109.95,No,0.02,No,Low
2794-XIMMO,One year,Electronic check,53,DSL,No,Yes,60.45,Yes,0.64,Yes,High
8382-SHQEH,Month-to-month,Electronic check,8,Fiber optic,No,No,84.9,Yes,0.95,Yes,Critical
3511-BFTJW,Two year,Credit card (automatic),72,DSL,Yes,No,38.5,No,0.02,No,Low
7668-XCFYV,Month-to-month,Electronic check,17,Fiber optic,No,No,92.55,No,0.09,No,Low
2983-ZANRP,Month-to-month,Bank transfer (automatic),2,Fiber optic,No,No,73.55,Yes,0.87,Yes,Critical
7845-URHJN,Month-to-month,Bank transfer (automatic),8,No,No internet service,No internet service,20.15,Yes,0.6,Yes,High
3034-ZBEQN,One year,Mailed check,48,DSL,No,No,34.7,Yes,0.77,Yes,Critical
5018-HEKFO,Month-to-month,Mailed check,10,No,No internet service,No internet service,24.5,No,0.02,No,Low
2923-ARZLG,One year,Mailed check,0,No,No internet service,No internet service,19.7,No,0.2,No,Low
3976-NLDEZ,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.6,No,0.88,Yes,Critical
2282-YGNOR,One year,Credit card (automatic),29,DSL,Yes,Yes,58.0,No,0.0,No,Low
5336-UFNZP,One year,Electronic check,65,Fiber optic,No,No,107.45,No,0.08,No,Low
6854-EXGSF,Month-to-month,Bank transfer (automatic),8,DSL,Yes,No,65.5,No,0.24,No,Low
1241-EZFMJ,Two year,Bank transfer (automatic),61,No,No internet service,No internet service,25.45,No,0.0,No,Low
9233-PSYHO,One year,Bank transfer (automatic),45,Fiber optic,No,No,100.15,No,0.05,No,Low
5376-PCKNB,One year,Credit card (automatic),72,Fiber optic,No,No,104.45,No,0.03,No,Low
8044-BGWPI,Month-to-month,Electronic check,12,No,No internet service,No internet service,21.15,No,0.13,No,Low
4060-LDNLU,Month-to-month,Electronic check,7,Fiber optic,No,No,96.2,No,0.33,No,Medium
3589-PPVKW,Month-to-month,Mailed check,9,DSL,No,No,44.4,No,0.13,No,Low
8327-LZKAS,One year,Electronic check,43,Fiber optic,No,Yes,107.55,Yes,0.73,Yes,High
5887-IKKYO,Two year,Bank transfer (automatic),58,Fiber optic,No,Yes,94.35,No,0.02,No,Low
1075-BGWOH,Month-to-month,Electronic check,16,Fiber optic,No,No,98.75,Yes,0.88,Yes,Critical
1755-RMCXH,Month-to-month,Mailed check,2,No,No internet service,No internet service,20.3,No,0.05,No,Low
0302-JOIVN,Month-to-month,Electronic check,8,Fiber optic,No,No,101.15,Yes,0.82,Yes,Critical
3858-XHYJO,One year,Bank transfer (automatic),40,Fiber optic,Yes,No,105.75,No,0.17,No,Low
4299-SIMNS,Month-to-month,Electronic check,9,Fiber optic,Yes,No,81.15,No,0.13,No,Low
7025-IWFHT,One year,Electronic check,41,Fiber optic,No,Yes,89.55,No,0.06,No,Low
6261-LHRTG,Month-to-month,Credit card (automatic),26,DSL,No,No,54.75,No,0.04,No,Low
7841-FCRQD,One year,Credit card (automatic),33,DSL,No,Yes,53.75,No,0.14,No,Low
2056-EVGZL,One year,Credit card (automatic),68,Fiber optic,No,Yes,105.75,No,0.06,No,Low
8777-MBMTS,Two year,Credit card (automatic),65,Fiber optic,No,Yes,105.85,No,0.03,No,Low
7753-USQYQ,One year,Electronic check,55,DSL,No,Yes,64.2,No,0.05,No,Low
5366-IJEQJ,Month-to-month,Electronic check,20,Fiber optic,No,No,88.7,Yes,0.86,Yes,Critical
7661-CPURM,One year,Credit card (automatic),19,Fiber optic,No,Yes,87.7,No,0.11,No,Low
6233-HXJMX,Month-to-month,Credit card (automatic),45,Fiber optic,No,No,89.3,No,0.17,No,Low
5902-WBLSE,Two year,Credit card (automatic),70,No,No internet service,No internet service,20.15,No,0.0,No,Low
1981-INRFU,Month-to-month,Electronic check,2,Fiber optic,No,No,79.75,Yes,0.9,Yes,Critical
4971-PUYQO,Month-to-month,Mailed check,27,Fiber optic,No,No,94.55,Yes,0.76,Yes,Critical
3239-TPHPZ,Two year,Electronic check,12,No,No internet service,No internet service,20.05,No,0.0,No,Low
5115-GZDEL,Two year,Credit card (automatic),72,DSL,Yes,Yes,67.2,No,0.0,No,Low
3338-CVVEH,Month-to-month,Electronic check,12,Fiber optic,No,No,94.55,No,0.59,Yes,High
8485-GJCDN,Month-to-month,Mailed check,5,Fiber optic,No,No,69.05,Yes,0.93,Yes,Critical
2615-YVMYX,Month-to-month,Electronic check,71,Fiber optic,Yes,No,107.5,No,0.1,No,Low
2851-STERV,One year,Electronic check,35,DSL,No,Yes,73.0,No,0.06,No,Low
4393-GEADV,Two year,Credit card (automatic),70,Fiber optic,Yes,Yes,114.75,No,0.0,No,Low
8486-AYEQH,Month-to-month,Electronic check,31,Fiber optic,No,No,76.05,No,0.17,No,Low
1527-SXDPN,Two year,Bank transfer (automatic),52,Fiber optic,No,Yes,96.25,Yes,0.56,Yes,High
6029-WTIPC,Month-to-month,Electronic check,37,Fiber optic,No,No,101.1,Yes,0.92,Yes,Critical
8634-CILSZ,One year,Bank transfer (automatic),69,Fiber optic,No,Yes,104.7,Yes,0.72,Yes,High
5419-JKZNQ,Month-to-month,Mailed check,30,Fiber optic,No,No,77.9,No,0.06,No,Low
2495-KZNFB,Month-to-month,Electronic check,33,Fiber optic,Yes,No,90.65,No,0.11,No,Low
1409-PHXTF,Two year,Electronic check,54,Fiber optic,No,Yes,110.45,No,0.02,No,Low
4560-WQAQW,One year,Bank transfer (automatic),59,DSL,Yes,Yes,68.7,No,0.04,No,Low
9591-YVTEB,Month-to-month,Electronic check,55,DSL,Yes,No,44.85,No,0.12,No,Low
9309-BZGNT,One year,Credit card (automatic),69,DSL,No,No,29.8,No,0.06,No,Low
4274-DRSQT,One year,Bank transfer (automatic),66,Fiber optic,No,No,88.9,No,0.0,No,Low
2027-DNKIV,One year,Mailed check,37,DSL,Yes,Yes,58.75,No,0.01,No,Low
8075-GXIUB,One year,Credit card (automatic),9,No,No internet service,No internet service,19.85,No,0.02,No,Low
2885-HIJDH,Two year,Bank transfer (automatic),69,DSL,Yes,Yes,86.9,No,0.0,No,Low
5424-RLQLC,Month-to-month,Mailed check,10,DSL,No,No,59.65,No,0.06,No,Low
6682-QJDGB,Month-to-month,Mailed check,40,DSL,Yes,No,55.25,Yes,0.05,No,Low
6507-DTJZV,Month-to-month,Credit card (automatic),13,DSL,No,No,66.4,No,0.11,No,Low
8780-IXSTS,Month-to-month,Electronic check,6,Fiber optic,No,No,90.1,Yes,0.79,Yes,Critical
7673-BQGKU,Two year,Bank transfer (automatic),69,No,No internet service,No internet service,20.15,No,0.0,No,Low
6723-WSNTY,One year,Credit card (automatic),66,Fiber optic,No,Yes,108.1,No,0.07,No,Low
9530-EHPOH,Month-to-month,Electronic check,11,DSL,No,No,53.75,Yes,0.84,Yes,Critical
2725-IWWBA,One year,Mailed check,46,DSL,Yes,Yes,56.9,No,0.0,No,Low
0345-HKJVM,Month-to-month,Electronic check,6,Fiber optic,No,No,89.3,Yes,0.85,Yes,Critical
1061-PNTHC,Month-to-month,Mailed check,56,Fiber optic,Yes,Yes,109.6,No,0.05,No,Low
0394-YONDK,Two year,Credit card (automatic),70,No,No internet service,No internet service,25.15,No,0.0,No,Low
6574-MCOEH,One year,Electronic check,33,DSL,No,Yes,79.15,No,0.08,No,Low
7399-QHBJS,Two year,Credit card (automatic),72,DSL,Yes,Yes,66.75,No,0.02,No,Low
3049-SOLAY,Month-to-month,Electronic check,3,Fiber optic,No,No,95.2,Yes,0.91,Yes,Critical
0997-YTLNY,Month-to-month,Mailed check,19,DSL,No,Yes,48.8,No,0.07,No,Low
3317-HRTNN,Month-to-month,Electronic check,5,DSL,No,No,45.7,Yes,0.84,Yes,Critical
9479-HYNYL,Two year,Credit card (automatic),71,DSL,No,Yes,80.7,No,0.0,No,Low
3235-ETOOB,Month-to-month,Electronic check,8,Fiber optic,Yes,No,74.5,Yes,0.87,Yes,Critical
9708-KFDBY,Month-to-month,Credit card (automatic),1,No,No internet service,No internet service,20.55,No,0.16,No,Low
8058-INTPH,Month-to-month,Electronic check,1,Fiber optic,No,No,79.65,Yes,1.0,Yes,Critical
3642-GKTCT,One year,Mailed check,61,Fiber optic,Yes,Yes,115.1,No,0.0,No,Low
0774-RMNUW,Two year,Bank transfer (automatic),71,DSL,Yes,Yes,59.7,No,0.0,No,Low
1334-PDUKM,One year,Credit card (automatic),68,Fiber optic,No,No,86.45,No,0.04,No,Low
0756-MPZRL,One year,Credit card (automatic),46,DSL,No,Yes,33.7,No,0.01,No,Low
2242-MFOTG,One year,Bank transfer (automatic),33,Fiber optic,Yes,No,80.1,No,0.02,No,Low
2927-CVULT,Two year,Bank transfer (automatic),53,Fiber optic,Yes,Yes,104.05,No,0.02,No,Low
2144-BFDSO,Month-to-month,Bank transfer (automatic),50,Fiber optic,Yes,No,108.75,No,0.12,No,Low
8745-PVESG,One year,Credit card (automatic),57,DSL,Yes,Yes,41.1,No,0.0,No,Low
7647-GYYKX,Two year,Bank transfer (automatic),54,No,No internet service,No internet service,20.35,No,0.0,No,Low
5647-FXOTP,Month-to-month,Electronic check,60,Fiber optic,No,No,105.9,No,0.15,No,Low
5569-OUICF,Month-to-month,Credit card (automatic),28,Fiber optic,No,Yes,101.3,Yes,0.8,Yes,Critical
8821-XNHVZ,Month-to-month,Mailed check,1,Fiber optic,No,No,80.05,Yes,0.68,Yes,High
2082-OJVTK,Month-to-month,Electronic check,29,Fiber optic,No,No,89.2,Yes,0.86,Yes,Critical
9700-ISPUP,Month-to-month,Electronic check,10,DSL,No,Yes,65.5,No,0.24,No,Low
9839-ETQOE,Month-to-month,Electronic check,43,DSL,Yes,No,40.45,No,0.03,No,Low
6078-VESFR,Month-to-month,Bank transfer (automatic),13,Fiber optic,No,No,70.45,No,0.13,No,Low
9027-TMATR,Two year,Electronic check,43,DSL,Yes,Yes,78.8,No,0.02,No,Low
5940-NFXKV,Month-to-month,Electronic check,19,Fiber optic,No,No,83.65,Yes,0.92,Yes,Critical
1941-HOSAM,Month-to-month,Electronic check,1,Fiber optic,No,No,90.1,No,0.24,No,Low
9110-HSGTV,Two year,Credit card (automatic),69,DSL,Yes,Yes,82.45,No,0.0,No,Low
0704-VCUMB,Two year,Credit card (automatic),61,No,No internet service,No internet service,20.25,No,0.0,No,Low
6171-ZTVYB,Month-to-month,Bank transfer (automatic),43,DSL,Yes,Yes,66.25,No,0.04,No,Low
8053-WWDRO,Month-to-month,Bank transfer (automatic),6,No,No internet service,No internet service,19.5,Yes,0.37,No,Medium
9564-KCLHR,Month-to-month,Mailed check,1,DSL,No,Yes,51.25,Yes,0.73,Yes,High
1935-IMVBB,Month-to-month,Mailed check,56,Fiber optic,No,No,89.7,No,0.14,No,Low
2535-PBCGC,Two year,Bank transfer (automatic),70,DSL,Yes,Yes,64.55,No,0.0,No,Low
2082-CEFLT,Month-to-month,Electronic check,1,DSL,No,No,45.6,Yes,0.89,Yes,Critical
1470-PSXNM,One year,Electronic check,49,Fiber optic,No,No,93.65,No,0.14,No,Low
1213-NGCUN,Month-to-month,Bank transfer (automatic),6,DSL,No,Yes,49.65,Yes,0.83,Yes,Critical
2498-XLDZR,Two year,Mailed check,32,DSL,Yes,Yes,73.6,No,0.0,No,Low
9866-OCCKE,Two year,Mailed check,72,Fiber optic,Yes,Yes,109.75,No,0.07,No,Low
5338-YHWYT,Two year,Credit card (automatic),37,DSL,Yes,Yes,61.45,No,0.02,No,Low
7718-UPSKJ,One year,Credit card (automatic),69,Fiber optic,Yes,Yes,106.4,No,0.11,No,Low
8731-WBBMB,Month-to-month,Bank transfer (automatic),26,DSL,No,Yes,81.9,No,0.03,No,Low
1448-CYWKC,One year,Credit card (automatic),58,Fiber optic,No,No,105.2,No,0.15,No,Low
7901-IIDQV,One year,Bank transfer (automatic),24,DSL,No,Yes,54.6,No,0.04,No,Low
2690-DVRVK,One year,Electronic check,5,No,No internet service,No internet service,20.55,No,0.02,No,Low
5688-KZTSN,Month-to-month,Electronic check,15,No,No internet service,No internet service,20.0,Yes,0.7,Yes,High
1270-XKUCC,Two year,Mailed check,30,No,No internet service,No internet service,19.7,No,0.0,No,Low
0334-ZFJSR,One year,Credit card (automatic),55,DSL,Yes,Yes,66.05,No,0.0,No,Low
2894-QOJRX,Month-to-month,Bank transfer (automatic),25,DSL,No,No,34.0,Yes,0.67,Yes,High
5747-PMBSQ,Month-to-month,Mailed check,10,Fiber optic,No,Yes,92.5,Yes,0.85,Yes,Critical
5583-EJXRD,Two year,Credit card (automatic),44,DSL,Yes,Yes,54.05,No,0.01,No,Low
4565-EVZMJ,One year,Mailed check,47,DSL,Yes,Yes,58.9,No,0.0,No,Low
3143-JQEGI,Month-to-month,Electronic check,13,Fiber optic,No,No,88.35,Yes,0.84,Yes,Critical
6386-SZZKH,Two year,Bank transfer (automatic),49,Fiber optic,No,Yes,107.95,Yes,0.67,Yes,High
3327-YBAKM,One year,Mailed check,64,Fiber optic,Yes,Yes,96.9,No,0.02,No,Low
9441-QHEVC,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.1,No,0.0,No,Low
6705-LNMDD,Month-to-month,Mailed check,20,DSL,No,Yes,50.0,No,0.07,No,Low
2580-ASVVY,Two year,Electronic check,37,DSL,Yes,Yes,45.4,No,0.11,No,Low
3370-GQEAL,Month-to-month,Electronic check,30,Fiber optic,No,No,85.45,No,0.16,No,Low
5032-USPKF,One year,Bank transfer (automatic),38,DSL,Yes,No,84.1,No,0.05,No,Low
2982-IHMFT,Month-to-month,Mailed check,1,Fiber optic,No,No,74.45,Yes,0.99,Yes,Critical
3521-SYVOR,Month-to-month,Electronic check,37,DSL,No,No,64.75,Yes,0.66,Yes,High
4254-QPEDE,Two year,Credit card (automatic),52,DSL,Yes,Yes,66.25,No,0.03,No,Low
6283-GITPX,Two year,Credit card (automatic),71,DSL,Yes,Yes,76.9,No,0.03,No,Low
9526-JAWYF,Month-to-month,Electronic check,26,Fiber optic,No,No,89.8,Yes,0.78,Yes,Critical
0771-CHWSK,Two year,Credit card (automatic),66,DSL,Yes,No,74.6,No,0.02,No,Low
9788-HNGUT,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,116.95,No,0.0,No,Low
9495-REDIY,One year,Credit card (automatic),25,DSL,Yes,No,40.65,No,0.07,No,Low
5375-XLDOF,Two year,Bank transfer (automatic),69,Fiber optic,Yes,Yes,114.35,No,0.02,No,Low
1172-VIYBP,Two year,Bank transfer (automatic),53,DSL,Yes,No,69.7,No,0.01,No,Low
5649-VUKMC,One year,Mailed check,12,Fiber optic,No,No,95.5,Yes,0.72,Yes,High
6559-PDZLR,Month-to-month,Electronic check,26,Fiber optic,No,Yes,98.65,No,0.18,No,Low
8992-OBVDG,Month-to-month,Mailed check,21,DSL,No,No,61.65,No,0.05,No,Low
4273-MBHYA,Month-to-month,Electronic check,1,Fiber optic,No,No,89.35,No,0.32,No,Medium
4724-WXVWF,Month-to-month,Electronic check,48,Fiber optic,Yes,Yes,95.4,No,0.36,No,Medium
5701-GUXDC,One year,Credit card (automatic),26,DSL,Yes,No,35.4,No,0.11,No,Low
1460-UZPRJ,Two year,Mailed check,60,No,No internet service,No internet service,19.95,No,0.0,No,Low
6082-GLJIX,Month-to-month,Mailed check,18,No,No internet service,No internet service,19.25,No,0.04,No,Low
5143-EGQFK,Month-to-month,Electronic check,10,DSL,No,Yes,29.65,Yes,0.81,Yes,Critical
4919-IKATY,Month-to-month,Electronic check,5,Fiber optic,Yes,No,84.5,Yes,0.39,No,Medium
2495-TTHBQ,One year,Mailed check,4,No,No internet service,No internet service,20.4,No,0.04,No,Low
0485-ZBSLN,Two year,Credit card (automatic),65,No,No internet service,No internet service,24.75,No,0.0,No,Low
3810-PJUHR,Two year,Mailed check,70,No,No internet service,No internet service,25.35,No,0.0,No,Low
9050-QLROH,Month-to-month,Credit card (automatic),18,Fiber optic,No,No,90.7,Yes,0.34,No,Medium
0847-HGRML,Two year,Bank transfer (automatic),62,No,No internet service,No internet service,20.0,No,0.07,No,Low
8232-CTLKO,Two year,Electronic check,66,DSL,Yes,No,59.75,No,0.02,No,Low
9227-YBAXE,Two year,Bank transfer (automatic),65,DSL,Yes,Yes,82.5,No,0.0,No,Low
6168-WFVVF,Month-to-month,Electronic check,3,Fiber optic,No,No,70.3,Yes,0.86,Yes,Critical
9860-LISIZ,Month-to-month,Mailed check,34,No,No internet service,No internet service,20.35,No,0.02,No,Low
0112-QAWRZ,Month-to-month,Bank transfer (automatic),16,Fiber optic,No,No,90.8,No,0.14,No,Low
0877-SDMBN,One year,Bank transfer (automatic),54,Fiber optic,Yes,No,103.95,Yes,0.71,Yes,High
2786-GCDPI,Month-to-month,Electronic check,50,Fiber optic,No,Yes,104.95,No,0.08,No,Low
4043-MKDTV,Two year,Electronic check,71,Fiber optic,No,Yes,105.25,No,0.01,No,Low
8065-YKXKD,Month-to-month,Electronic check,10,Fiber optic,No,No,74.75,Yes,0.93,Yes,Critical
9637-EIHEQ,Month-to-month,Electronic check,1,DSL,No,Yes,50.8,Yes,0.8,Yes,Critical
9229-RQABD,One year,Mailed check,18,No,No internet service,No internet service,23.75,No,0.02,No,Low
8313-KTIHG,Month-to-month,Electronic check,4,DSL,No,Yes,61.3,No,0.15,No,Low
5320-BRKGK,Two year,Mailed check,58,DSL,Yes,Yes,75.8,No,0.01,No,Low
6284-KMNUF,One year,Electronic check,56,Fiber optic,Yes,No,98.0,No,0.13,No,Low
9689-PTNPG,Month-to-month,Electronic check,2,Fiber optic,No,No,80.25,Yes,0.82,Yes,Critical
9465-RWMXL,Month-to-month,Electronic check,32,Fiber optic,No,No,78.9,Yes,0.39,No,Medium
6229-UOLQL,One year,Mailed check,56,DSL,Yes,Yes,52.0,No,0.03,No,Low
2362-IBOOY,Month-to-month,Electronic check,36,Fiber optic,No,No,84.75,Yes,0.94,Yes,Critical
3137-LUPIX,Month-to-month,Mailed check,4,DSL,No,Yes,64.4,No,0.08,No,Low
0843-WTBXE,Month-to-month,Bank transfer (automatic),53,Fiber optic,No,No,85.45,Yes,0.69,Yes,High
6143-JQKEA,Month-to-month,Credit card (automatic),10,DSL,No,No,45.8,No,0.22,No,Low
8676-OOQEJ,Month-to-month,Electronic check,4,DSL,No,Yes,30.5,No,0.03,No,Low
5515-IDEJJ,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.9,Yes,0.74,Yes,High
9701-CDXHR,Month-to-month,Mailed check,51,Fiber optic,No,No,69.15,No,0.27,No,Low
7450-NWRTR,Month-to-month,Electronic check,12,Fiber optic,No,No,99.45,Yes,0.94,Yes,Critical
8124-NZVGJ,One year,Mailed check,6,DSL,No,Yes,49.25,No,0.14,No,Low
2162-FRZAA,Two year,Bank transfer (automatic),63,DSL,No,Yes,39.35,No,0.0,No,Low
5376-DEQCP,Month-to-month,Electronic check,1,Fiber optic,No,No,70.6,Yes,0.8,Yes,Critical
5118-MUEYH,Month-to-month,Credit card (automatic),48,Fiber optic,No,Yes,105.1,No,0.13,No,Low
9095-HFAFX,Month-to-month,Credit card (automatic),5,Fiber optic,No,No,81.0,Yes,0.9,Yes,Critical
5627-TVBPP,One year,Credit card (automatic),35,No,No internet service,No internet service,20.1,No,0.0,No,Low
2379-ENZGV,Month-to-month,Electronic check,6,Fiber optic,No,No,84.85,Yes,0.91,Yes,Critical
3936-QQFLL,Month-to-month,Mailed check,2,No,No internet service,No internet service,19.75,No,0.02,No,Low
2589-AYCRP,One year,Bank transfer (automatic),50,No,No internet service,No internet service,19.75,No,0.0,No,Low
4067-HLYQI,Month-to-month,Bank transfer (automatic),33,Fiber optic,No,No,70.4,No,0.5,No,Medium
5124-EOGYE,Two year,Mailed check,31,No,No internet service,No internet service,20.45,No,0.0,No,Low
5057-RKGLH,Two year,Mailed check,9,No,No internet service,No internet service,20.35,No,0.0,No,Low
0292-WEGCH,Month-to-month,Electronic check,54,DSL,No,Yes,86.2,No,0.07,No,Low
8910-ICHIU,One year,Credit card (automatic),46,Fiber optic,Yes,No,95.65,No,0.05,No,Low
4097-YODCF,One year,Electronic check,34,Fiber optic,Yes,No,103.8,No,0.05,No,Low
9715-WZCLW,Two year,Electronic check,71,Fiber optic,Yes,No,97.2,No,0.13,No,Low
9786-YWNHU,Two year,Mailed check,63,DSL,Yes,Yes,63.55,No,0.01,No,Low
6407-GSJNL,Two year,Bank transfer (automatic),51,No,No internet service,No internet service,24.95,No,0.0,No,Low
6005-OBZPH,Month-to-month,Electronic check,26,Fiber optic,No,No,89.15,Yes,0.87,Yes,Critical
4049-ZPALD,Two year,Bank transfer (automatic),64,Fiber optic,Yes,No,99.0,No,0.06,No,Low
7932-WPTDS,Month-to-month,Electronic check,1,DSL,No,No,24.8,Yes,0.87,Yes,Critical
3733-UOCWF,One year,Bank transfer (automatic),61,Fiber optic,No,Yes,85.55,No,0.04,No,Low
6833-JMZYP,Month-to-month,Credit card (automatic),15,Fiber optic,No,No,94.0,No,0.25,No,Low
2722-VOJQL,One year,Credit card (automatic),64,Fiber optic,No,Yes,105.65,Yes,0.73,Yes,High
1310-QRITU,Month-to-month,Electronic check,18,DSL,No,No,50.3,No,0.34,No,Medium
8961-QDZZJ,One year,Electronic check,57,Fiber optic,No,No,95.0,No,0.14,No,Low
9715-SBVSU,Two year,Bank transfer (automatic),14,DSL,Yes,No,61.4,No,0.03,No,Low
8490-BXHEO,Month-to-month,Credit card (automatic),18,Fiber optic,No,No,80.55,No,0.29,No,Low
7173-TETGO,Two year,Bank transfer (automatic),72,Fiber optic,Yes,No,78.5,No,0.0,No,Low
7929-SKFGK,Two year,Credit card (automatic),70,Fiber optic,Yes,Yes,114.3,No,0.01,No,Low
2300-RQGOI,Two year,Mailed check,38,No,No internet service,No internet service,20.05,No,0.0,No,Low
3563-SVYLG,Two year,Credit card (automatic),68,DSL,Yes,Yes,62.65,No,0.01,No,Low
5228-EXCET,Month-to-month,Electronic check,13,Fiber optic,No,No,80.85,Yes,0.34,No,Medium
6435-VWCCY,Two year,Credit card (automatic),65,Fiber optic,Yes,No,92.7,No,0.03,No,Low
4998-IKFSE,Month-to-month,Electronic check,30,Fiber optic,No,No,100.45,No,0.1,No,Low
